date,best,worst
2005-01,0.0018539161380613206,-0.0972677362989634
2005-02,0.0347823627264006,-0.06447087025386279
2005-03,-0.025312738580687423,-0.11438644333975388
2005-04,-0.05153244429966433,-0.09492269543989094
2005-05,0.044546917897387156,0.04496363897924312
2005-06,0.05267263509798793,0.007070024971617387
2005-07,0.07680540275876409,0.07989231793908401
2005-08,-0.01452525827800854,-0.02145208811503834
2005-09,0.02267714865476591,-0.0057392006763257045
2005-10,-0.022910970680823074,-0.07421689026523379
2005-11,0.04071584212055312,0.024675095259153748
2005-12,0.01149516618101188,-0.00817838461021892
2006-01,0.08152390155475585,0.1447025531483814
2006-02,0.009866025251685642,0.023726705824956302
2006-03,0.06500353830633683,0.03937175826984458
2006-04,0.034467167312977824,-0.031659238609427105
2006-05,-0.04029675757585209,-0.10688473284448262
2006-06,0.007838940412912058,-0.022325975321000432
2006-07,-0.010939432570012276,-0.07809709253720937
2006-08,0.010043610541179977,0.03649091164290439
2006-09,0.020077601629309348,-0.03680299185522016
2006-10,0.04884239879611412,0.0804928946722066
2006-11,0.02797086324688279,0.022483422569202962
2006-12,0.024002159236115393,0.0006466389187153232
2007-01,0.03545186757401098,0.049031163390900474
2007-02,-0.002221939802669504,0.03365555365220644
2007-03,0.02099609188007888,-0.022271380701567974
2007-04,0.044716983750986386,0.04711634375969878
2007-05,0.026933540214522503,-0.017653777399100356
2007-06,0.0015281528816558398,-0.008816673947294464
2007-07,-0.061729634511284506,-0.06578874306520445
2007-08,-0.03556814534214026,-0.03810831486262031
2007-09,-0.001399128883640518,0.026979447381017964
2007-10,0.008849108764989068,0.0367060545901768
2007-11,-0.06267947766289579,-0.11642890069517305
2007-12,0.0008930709393563122,-0.051191399205708865
2008-01,-0.028934055112185875,-0.040962897640420104
2008-02,0.006501127634182925,0.0048462616768665655
2008-03,-0.030692636418971225,-0.0767874643113464
2008-04,0.00994898841010581,0.002378892712295058
2008-05,0.03241693446587305,0.033133410941300095
2008-06,-0.06347578654182141,-0.11669174039037897
2008-07,0.0283418978480131,-0.013226657914929087
2008-08,0.016557502957584794,0.018983432294335224
2008-09,-0.07506043533212503,-0.21285695490310896
2008-10,-0.1597267347233719,-0.2215007217344828
2008-11,-0.13686520180905062,-0.14671563069336113
2008-12,0.016123495688079862,0.023412074620136995
2009-01,-0.0713073739444371,0.15685115127533208
2009-02,-0.12721921129676045,-0.13668936400616075
2009-03,0.05581441327696665,0.3204657014715485
2009-04,0.1478972796088783,0.3015423451040988
2009-05,0.0871562928699859,0.3012757038185373
2009-06,0.0176265980390599,0.07174421211821028
2009-07,0.06608822118258102,0.08775761515353224
2009-08,0.05424176918080775,0.27115450634388255
2009-09,0.0647837146486563,0.18491067832956712
2009-10,-0.05794483724224845,-0.14489402304054236
2009-11,0.017064313185983334,-0.011052200349513437
2009-12,0.08109319312585284,0.04679142261011293
2010-01,0.005344214383158036,0.0654810735245701
2010-02,0.0515975277934467,0.007164750023512174
2010-03,0.09808453934638235,0.053067627375130544
2010-04,0.0909567696720478,0.21997858865302988
2010-05,-0.08463903977419246,-0.14549113097709776
2010-06,-0.09690018576889996,-0.1610928689211141
2010-07,0.06805203546246046,0.06754809694364666
2010-08,-0.06028956577648385,-0.1199576455153874
2010-09,0.10659425230987832,0.11774516579578628
2010-10,0.04112997174204791,0.03171946646645665
2010-11,0.028405103549303014,-0.01427085151721257
2010-12,0.06911220794136168,0.13145290084648875
2011-01,0.03298504252161365,0.0930728111602366
2011-02,0.05500818500062449,-0.009438205231126625
2011-03,0.007225372332258074,0.0177909295540303
2011-04,0.012094764141365877,0.0023093685141066106
2011-05,-0.015314016792981415,-0.02564640416239853
2011-06,-0.014115959188202387,-0.055068993236491205
2011-07,-0.0236780785844894,-0.03111942471121437
2011-08,-0.07463219466546432,-0.1622337800939567
2011-09,-0.09811633842880835,-0.178552756694844
2011-10,0.1083286148146726,0.15493274291424314
2011-11,-0.0003135925709648336,-0.04865196355414809
2011-12,0.02811918392486404,-0.03414327066479017
2012-01,0.0850682799145579,0.21186830119695516
2012-02,0.03182625181681941,0.06607236583578924
2012-03,0.04541421658417674,0.030893053710460666
2012-04,0.007188884521310689,-0.021951417173258946
2012-05,-0.05216768593687446,-0.09121649771899681
2012-06,0.04100296330172567,0.016040719426237048
2012-07,-0.006176565524074246,0.007118807352817394
2012-08,0.019011516044520237,0.004927554404130209
2012-09,0.03462155921122756,0.07101100700285315
2012-10,0.014687301149242554,-0.053226147479144836
2012-11,0.007960794156824708,-0.010364657286554573
2012-12,0.025824179851915683,0.017490935618807265
2013-01,0.09907170729944481,0.10479602119128685
2013-02,0.022074771750776555,-0.01886638662428594
2013-03,0.03406871114479143,0.0673939424654236
2013-04,0.004462407112431331,0.002653368930987203
2013-05,0.04181036875728749,0.08256778456561734
2013-06,0.004587700403935742,-0.044309890016156706
2013-07,0.08219183911684919,0.1435442565742414
2013-08,-0.022794835589884297,-0.028831571226473885
2013-09,0.0500753326299309,0.08958962439210154
2013-10,0.03854366409301291,-0.030265312106057526
2013-11,0.04498392485399169,0.07846902278077322
2013-12,0.017408026405610136,0.037184820726251934
2014-01,-0.016171222179546002,0.09219651974039152
2014-02,0.04110938342520965,0.08666258499870308
2014-03,0.022025735292865486,-0.03949766715173608
2014-04,-0.023145098783497808,-0.09355730124108957
2014-05,0.01646813651779666,-0.02550471675705921
2014-06,0.033650567829035916,0.07200391974878584
2014-07,-0.020086104224828875,-0.06074139289179582
2014-08,0.04661105000675887,0.05731161235948093
2014-09,-0.04200618548959025,-0.10852941183315122
2014-10,0.04591015142970717,-0.02920533656782936
2014-11,0.0020578329422278213,-0.029639165092958133
2014-12,0.024665904685005922,0.01483334430056857
2015-01,-0.026141362859052587,-0.01825962372982757
2015-02,0.04862462668825172,0.1562858070200309
2015-03,0.016699037725338695,-0.06897753163124433
2015-04,-0.010767674659291506,0.07747530491207727
2015-05,0.00795696608045545,-0.02466391343041323
2015-06,-0.0004736098099965589,-0.03534368555410764
2015-07,-0.014547314424893088,-0.14702053565299136
2015-08,-0.025754219025329785,0.0037668703915551445
2015-09,-0.002906022289691126,-0.13800031274702632
2015-10,0.046700458285777104,0.0531642189132981
2015-11,0.03029212053748777,0.07990849714551587
2015-12,-0.015809263708653865,-0.12412814166164024
2016-01,-0.06655232063232686,-0.134666559593752
2016-02,0.006218229858204732,-0.01881380520004313
2016-03,0.054128284025064186,0.1588565236190334
2016-04,0.017843114440038325,0.1083603077022417
2016-05,0.013373682162328822,-0.05406031966325826
2016-06,0.0038895477220648937,-0.01035702686407602
2016-07,0.06011569764639714,0.08639735638280399
2016-08,0.008029472035248132,0.06379069928778336
2016-09,0.017540085905347943,0.04089615958102513
2016-10,-0.02311999846206162,-0.16806744799658188
2016-11,0.13989077901234848,0.0550091837765649
2016-12,0.05750204207026398,-0.04629857093794271
2017-01,-0.005958420676179228,0.08764494268689305
2017-02,0.018854447530282252,0.00934116644202732
2017-03,0.006683833406423224,-0.010994564885622816
2017-04,0.019371774974861165,-0.08171549793332814
2017-05,-0.023070016459896564,-0.09261605702107771
2017-06,0.04278412305051459,0.10732756877318024
2017-07,0.006281812486413399,-0.042303597528953095
2017-08,-0.025983474568056397,-0.03844138203770853
2017-09,0.06230599962931589,0.13539364817086605
2017-10,0.01336828439089003,-0.0257597732474096
2017-11,0.022563602603040623,0.009246351287583825
2017-12,0.0037186544908036083,0.02467812045666506
2018-01,0.026267864861874834,0.07114264396601357
2018-02,-0.04323438288207397,-0.05992411311279282
2018-03,0.031170363932542373,-0.012548463185667056
2018-04,-0.006008268509758634,0.000282935157883919
2018-05,0.04969717655960596,0.04802603246876969
2018-06,0.006292534447857184,-0.03364785995800047
2018-07,0.004678889870119743,-0.0546183829777874
2018-08,0.02666829245761618,-0.009362948259513358
2018-09,-0.030739904640210328,-0.016530188262695433
2018-10,-0.07683497771882682,-0.13152632970828562
2018-11,-0.012845489729952538,-0.04170279486133949
2018-12,-0.1043853637820575,-0.2413019895077741
2019-01,0.08100552636780772,0.2847532908990979
2019-02,0.058316894851159276,0.06087473974417661
2019-03,-0.037635625432012584,0.04589693020447159
2019-04,0.03854325689411778,-0.01565574141219258
2019-05,-0.0845420785518945,-0.12265643548380466
2019-06,0.06529381966131038,0.009519583032233637
2019-07,0.0009540694161842118,-0.05930287522030993
2019-08,-0.0555342623137403,-0.03648999135708435
2019-09,0.05049148369987958,0.023618850755738097
2019-10,0.02009589964058249,-0.026104284294997337
2019-11,0.030019321840372846,0.04580016424311908
2019-12,0.02600415930995949,0.10363466139679076
2020-01,-0.048476477083459014,0.02567072602687404
2020-02,-0.10757012497342654,-0.01646449535357532
2020-03,-0.27278342259116467,-0.23737693275848865
2020-04,0.13139660536689915,0.38472143117920493
2020-05,0.036354888281493906,0.12672777654777748
2020-06,0.03440067054296377,0.22263496772386135
2020-07,0.02456702780589694,0.05461732496973129
2020-08,0.06126529452798421,0.015988080078968785
2020-09,-0.019260304717754462,-0.06841742589254862
2020-10,0.037343458009127056,-0.02792609953088685
2020-11,0.15232660900073822,0.40753735644044353
2020-12,0.06332761235476936,0.14023682009777985
2021-01,0.06290816497545165,0.3830407713749446
2021-02,0.10355037454879491,0.13452153103775344
2021-03,0.07412711333105106,-0.008952724643240787
2021-04,0.03663138084200908,0.03523522188828794
2021-05,0.055080996741016845,-0.006223887231317335
2021-06,0.0016850127221550942,0.09187493959267157
2021-07,-0.015470178109972038,-0.12552771220216527
2021-08,0.03706635989736297,0.009209787063882691
2021-09,-0.0034697006421629335,-0.048108741555915886
2021-10,0.04711962198853142,-0.03152906744158826
2021-11,-0.012520157370890947,-0.1262417682446539
2021-12,0.04845327475835799,-0.06990081869997083
2022-01,-0.03662127737778063,-0.11567483862978403
2022-02,0.005485884180525322,0.00035204149549827494
2022-03,0.006908151806128448,0.062089083187747744
